Recipient Org:Identifier,Funding Org:Identifier,Amount Awarded,Grants
GB-CHC-297091,360G-blf,9809.0,1
GB-CHC-297091,GB-CHC-1080418,8306.0,4
GB-CHC-297091,GB-COH-IP00525R,5590.34,1
GB-CHC-298740,360G-blf,9996.0,1
GB-CHC-298740,GB-CHC-1080418,9240.0,2
GB-CHC-298740,GB-CHC-200051,189106.0,1
GB-CHC-298740,GB-CHC-210037,60929.0,1
GB-CHC-300991,360G-blf,9192.0,1
GB-CHC-300991,GB-CHC-1057923,3536.0,1
GB-CHC-300991,GB-COH-IP00525R,1308.77,1
GB-CHC-301531,GB-CHC-1080418,2000.0,2
GB-CHC-301531,GB-CHC-230260,10000.0,1
GB-CHC-301531,GB-COH-IP00525R,1844.9,1
GB-CHC-301639,360G-blf,7200.0,1
GB-CHC-301639,GB-CHC-1080418,800.0,1
GB-CHC-301639,GB-COH-IP00525R,2771.96,1
GB-CHC-305951,GB-CHC-1057923,500.0,1
GB-CHC-305951,GB-CHC-1080418,200.0,1
GB-CHC-305951,GB-COH-IP00525R,1491.82,1
GB-CHC-306016,GB-CHC-1045304,1000.0,1
GB-CHC-306016,GB-CHC-1113226,1500.0,1
GB-CHC-306016,GB-COH-IP00525R,34504.47,18
GB-CHC-306101,GB-CHC-1052061,3000.0,1
GB-CHC-306101,GB-CHC-1080418,1290.0,1
GB-CHC-306101,GB-CHC-1151621,2000.0,1
GB-CHC-306101,GB-CHC-1166471,1000.0,1
GB-CHC-306101,GB-CHC-230260,1000.0,1
GB-CHC-306101,GB-COH-02273708,675.0,1
GB-CHC-306101,GB-COH-IP00525R,35977.630000000005,15
GB-CHC-313013,GB-CHC-226446,318867.0,5
GB-CHC-313013,GB-CHC-230260,30000.0,1
GB-CHC-313013,GB-COH-IP00525R,5150.969999999999,3
GB-CHC-313035,GB-CHC-1010656,5000.0,1
GB-CHC-313035,GB-CHC-230260,10000.0,1
GB-CHC-313035,GB-LAE-OXO,70000.0,1
GB-CHC-313697,360G-blf,5000.0,1
GB-CHC-313697,GB-CHC-1143711,11900.0,1
GB-CHC-313697,GB-CHC-230260,30000.0,1
GB-CHC-326227,360G-blf,5000.0,1
GB-CHC-326227,GB-CHC-200051,173971.0,1
GB-CHC-326227,GB-CHC-230260,25000.0,1
GB-CHC-326550,GB-CHC-1156300,88919.0,1
GB-CHC-326550,GB-CHC-1160316,38500.0,1
GB-CHC-326550,GB-COH-IP00525R,1494.16,1
GB-CHC-500640,360G-blf,499428.0,2
GB-CHC-500640,GB-CHC-1161290,50000.0,1
GB-CHC-500640,GB-COH-02273708,21000.0,6
GB-CHC-505180,360G-blf,10000.0,1
GB-CHC-505180,GB-CHC-1166471,1000.0,1
GB-CHC-505180,GB-CHC-230260,10000.0,1
GB-CHC-508450,360G-blf,9950.0,1
GB-CHC-508450,GB-CHC-274100,30000.0,1
GB-CHC-508450,GB-COH-IP00525R,2894.9,1
GB-CHC-510057,360G-blf,10000.0,1
GB-CHC-510057,GB-CHC-1143711,2000.0,2
GB-CHC-510057,GB-COH-IP00525R,630.84,1
GB-CHC-514733,360G-blf,9870.0,1
GB-CHC-514733,GB-CHC-274100,9000.0,1
GB-CHC-514733,GB-COH-02273708,250.0,1
GB-CHC-515689,360G-blf,8650.0,1
GB-CHC-515689,GB-CHC-230260,3000.0,1
GB-CHC-515689,GB-COH-IP00525R,2226.46,1
GB-CHC-517190,GB-CHC-1045304,1000.0,1
GB-CHC-517190,GB-CHC-230260,5000.0,1
GB-CHC-517190,GB-COH-IP00525R,4643.65,1
GB-CHC-517190,GB-LAE-BIR,22699.3,1
GB-CHC-521068,360G-blf,6581.0,1
GB-CHC-521068,GB-CHC-230260,1500.0,1
GB-CHC-521068,GB-COH-IP00525R,1182.16,1
GB-CHC-522079,360G-blf,10000.0,1
GB-CHC-522079,GB-COH-02273708,4100.0,2
GB-CHC-522079,GB-COH-RC000766,23950.0,1
GB-CHC-523135,360G-blf,9510.0,1
GB-CHC-523135,GB-COH-02273708,2000.0,2
GB-CHC-523135,GB-COH-IP00525R,2918.06,1
GB-CHC-523455,GB-CHC-1166471,5768.44,2
GB-CHC-523455,GB-CHC-230260,15000.0,1
GB-CHC-523455,GB-COH-IP00525R,3234.18,1
GB-CHC-700638,360G-blf,514125.0,1
GB-CHC-700638,GB-CHC-230260,10000.0,1
GB-CHC-700638,GB-COH-IP00525R,1810.47,1
GB-CHC-701982,GB-CHC-230260,20000.0,1
GB-CHC-701982,GB-CHC-327114,90000.0,1
GB-CHC-701982,GB-COH-IP00525R,2658.35,1
GB-CHC-702335,360G-blf,275710.0,1
GB-CHC-702335,GB-CHC-230102,72000.0,1
GB-CHC-702335,GB-CHC-230260,15000.0,1
GB-CHC-800222,GB-CHC-1111600,1000.0,1
GB-CHC-800222,GB-CHC-230260,10000.0,1
GB-CHC-800222,GB-COH-IP00525R,5052.41,1
GB-CHC-800329,GB-CHC-1045304,1000.0,1
GB-CHC-800329,GB-COH-02273708,5300.0,2
GB-CHC-800329,GB-COH-IP00525R,4936.33,3
GB-CHC-800862,GB-CHC-1035628,95000.0,1
GB-CHC-800862,GB-CHC-1105580,80000.0,1
GB-CHC-800862,GB-CHC-205629,70000.0,1
GB-CHC-801395,360G-blf,50269.0,6
GB-CHC-801395,GB-CHC-1151621,1995.0,1
GB-CHC-801395,GB-COH-IP00525R,10036.82,3
GB-CHC-802384,GB-CHC-1035628,120000.0,1
GB-CHC-802384,GB-CHC-274100,55000.0,1
GB-CHC-802384,GB-CHC-326568 ,89850.0,2
GB-CHC-802440,GB-CHC-1089893,4346.0,1
GB-CHC-802440,GB-CHC-1111600,3900.0,1
GB-CHC-802440,GB-CHC-230260,5000.0,1
GB-CHC-802623,GB-CHC-1010656,5000.0,1
GB-CHC-802623,GB-CHC-299963,2500.0,1
GB-CHC-802623,GB-CHC-328524,20000.0,1
GB-CHC-802872,360G-blf,496457.0,1
GB-CHC-802872,GB-CHC-1081124,30000.0,1
GB-CHC-802872,GB-CHC-1093028,20000.0,1
GB-COH-00638709,GB-CHC-1111600,1000.0,1
GB-COH-00638709,GB-CHC-1113226,20000.0,2
GB-COH-00638709,GB-CHC-1166471,528.77,1
GB-COH-05294486,360G-blf,10000.0,1
GB-COH-05294486,GB-CHC-1103731,45000.0,1
GB-COH-05294486,GB-COH-RC000766,7196.0,1
GB-COH-06369123,GB-CHC-1052061,5000.0,1
GB-COH-06369123,GB-CHC-1080418,800.0,1
GB-COH-06369123,GB-COH-04530979,2000.0,1
GB-COH-06596997,360G-blf,10000.0,1
GB-COH-06596997,GB-CHC-274100,9000.0,1
GB-COH-06596997,GB-COH-04831118,8000.0,1
GB-COH-06617608,360G-blf,10000.0,1
GB-COH-06617608,GB-CHC-1035628,125100.0,1
GB-COH-06617608,GB-CHC-1105580,75000.0,1
GB-COH-06617608,GB-CHC-205629,75000.0,1
GB-COH-07567921,360G-blf,9490.0,1
GB-COH-07567921,GB-CHC-1113226,5000.0,1
GB-COH-07567921,GB-COH-RC000766,9090.0,1
GB-COH-07599236,360G-blf,10000.0,1
GB-COH-07599236,GB-CHC-1080418,17160.0,2
GB-COH-07599236,GB-CHC-274100,14000.0,1
GB-COH-07866032,360G-blf,306059.0,1
GB-COH-07866032,GB-CHC-1045304,4944.0,1
GB-COH-07866032,GB-CHC-326568 ,74824.0,1
GB-COH-07866032,GB-COH-RC000766,140901.0,1
GB-COH-07973985,360G-blf,9519.0,1
GB-COH-07973985,GB-CHC-1052061,2384.0,1
GB-COH-07973985,GB-CHC-1111600,8110.0,1
GB-COH-09537026,GB-CHC-1144091,201000.0,1
GB-COH-09537026,GB-CHC-1151621,4500.0,1
GB-COH-09537026,GB-COH-RC000766,125000.0,1
GB-COH-SC504000,360G-blf,66000.0,1
GB-COH-SC504000,GB-CHC-1105580,40000.0,1
GB-COH-SC504000,GB-SC-SC002970,8000.0,1
GB-COH-SC515581,360G-blf,9425.0,1
GB-COH-SC515581,GB-CHC-1105580,45000.0,1
GB-COH-SC515581,GB-SC-SC002970,15000.0,1
GB-NIC-100508,GB-CHC-1093844,30000.0,1
GB-NIC-100508,GB-CHC-253481,5000.0,1
GB-NIC-100508,GB-COH-IP00525R,1567.61,1
GB-SC-SC002538,GB-CHC-230260,25000.0,1
GB-SC-SC002538,GB-SC-SC002970,60000.0,1
GB-SC-SC002538,GB-SC-SC012710,50000.0,1
GB-SC-SC003706,360G-blf,1200000.0,1
GB-SC-SC003706,GB-CHC-230260,40000.0,1
GB-SC-SC003706,GB-SC-SC002970,250000.0,1
GB-SC-SC003706,GB-SC-SC009481,121611.0,1
GB-SC-SC003945,GB-SC-SC002970,60000.0,1
GB-SC-SC003945,GB-SC-SC003558,500.0,1
GB-SC-SC003945,GB-SC-SC009481,3500.0,1
GB-SC-SC003945,GB-SC-SC012710,43500.0,1
GB-SC-SC004425,360G-blf,6183.0,1
GB-SC-SC004425,GB-SC-SC002970,29000.0,1
GB-SC-SC004425,GB-SC-SC009481,5000.0,1
GB-SC-SC006091,GB-CHC-230260,25000.0,1
GB-SC-SC006091,GB-COH-IP00525R,3442.89,1
GB-SC-SC006091,GB-SC-SC002970,100000.0,1
GB-SC-SC006403,GB-LAS-GLG,17200.0,1
GB-SC-SC006403,GB-SC-SC002970,16000.0,1
GB-SC-SC006403,GB-SC-SC003558,9970.21,1
GB-SC-SC006888,360G-blf,10000.0,1
GB-SC-SC006888,GB-COH-IP00525R,3332.65,1
GB-SC-SC006888,GB-SC-SC002970,30000.0,1
GB-SC-SC008382,360G-blf,148099.0,2
GB-SC-SC008382,GB-SC-SC002970,37500.0,1
GB-SC-SC008382,GB-SC-SC009481,5000.0,1
GB-SC-SC010985,360G-blf,8140.0,1
GB-SC-SC010985,GB-COH-IP00525R,1114.8,1
GB-SC-SC010985,GB-SC-SC002970,106500.0,1
GB-SC-SC010985,GB-SC-SC012710,36000.0,1
GB-SC-SC011541,GB-COH-IP00525R,7235.72,2
GB-SC-SC011541,GB-SC-SC002970,30000.0,1
GB-SC-SC011541,GB-SC-SC003558,1500.0,1
GB-SC-SC011889,360G-blf,132779.0,2
GB-SC-SC011889,GB-CHC-230260,15000.0,1
GB-SC-SC011889,GB-COH-IP00525R,3783.14,1
GB-SC-SC014288,GB-CHC-274100,25000.0,1
GB-SC-SC014288,GB-COH-IP00525R,992.7,1
GB-SC-SC014288,GB-SC-SC002970,45000.0,1
GB-SC-SC014288,GB-SC-SC009481,5000.0,1
GB-SC-SC014964,GB-CHC-1093844,30000.0,1
GB-SC-SC014964,GB-CHC-230260,7500.0,1
GB-SC-SC014964,GB-SC-SC009481,4000.0,1
GB-SC-SC015815,360G-blf,63178.0,1
GB-SC-SC015815,GB-CHC-226446,5000.0,1
GB-SC-SC015815,GB-CHC-230260,7500.0,1
GB-SC-SC015815,GB-COH-IP00525R,6017.88,1
GB-SC-SC015815,GB-SC-SC009481,5000.0,1
GB-SC-SC016092,360G-blf,10000.0,1
GB-SC-SC016092,GB-COH-IP00525R,3998.9,1
GB-SC-SC016092,GB-SC-SC009481,128993.0,1
GB-SC-SC016092,GB-SC-SC012710,40000.0,1
GB-SC-SC017483,GB-CHC-230260,10000.0,1
GB-SC-SC017483,GB-SC-SC002970,115000.0,1
GB-SC-SC017483,GB-SC-SC012710,30000.0,1
GB-SC-SC019637,GB-CHC-230102,60000.0,1
GB-SC-SC019637,GB-CHC-230260,10000.0,1
GB-SC-SC019637,GB-COH-IP00525R,2188.3,1
GB-SC-SC019637,GB-SC-SC002970,75000.0,1
GB-SC-SC020213,GB-CHC-230260,5000.0,1
GB-SC-SC020213,GB-COH-07991677,14395.0,1
GB-SC-SC020213,GB-SC-SC002970,3500.0,1
GB-SC-SC020329,360G-blf,10000.0,1
GB-SC-SC020329,GB-SC-SC002970,10000.0,1
GB-SC-SC020329,GB-SC-SC009481,4900.0,1
GB-SC-SC020526,GB-CHC-230260,10000.0,1
GB-SC-SC020526,GB-SC-SC003558,500.0,1
GB-SC-SC020526,GB-SC-SC009481,7000.0,1
GB-SC-SC021027,GB-CHC-274100,6000.0,1
GB-SC-SC021027,GB-SC-SC002970,27000.0,1
GB-SC-SC021027,GB-SC-SC003558,9878.0,1
GB-SC-SC022150,360G-blf,118800.0,1
GB-SC-SC022150,GB-SC-SC002970,30000.0,1
GB-SC-SC022150,GB-SC-SC009481,3500.0,1
GB-SC-SC022263,360G-blf,120140.0,1
GB-SC-SC022263,GB-COH-IP00525R,5025.05,1
GB-SC-SC022263,GB-SC-SC003558,1500.0,1
GB-SC-SC022263,GB-SC-SC009481,5000.0,1
GB-SC-SC023190,GB-CHC-1093844,25000.0,1
GB-SC-SC023190,GB-CHC-1119845,20000.0,1
GB-SC-SC023190,GB-CHC-230260,15000.0,1
GB-SC-SC023344,360G-blf,149627.0,1
GB-SC-SC023344,GB-COH-IP00525R,3160.35,2
GB-SC-SC023344,GB-SC-SC002970,57000.0,1
GB-SC-SC024228,GB-COH-IP00525R,4428.79,1
GB-SC-SC024228,GB-SC-SC002970,30000.0,1
GB-SC-SC024228,GB-SC-SC012710,20000.0,1
GB-SC-SC024328,360G-blf,9620.0,1
GB-SC-SC024328,GB-CHC-1000147,20000.0,1
GB-SC-SC024328,GB-SC-SC002970,7000.0,1
GB-SC-SC024686,360G-blf,234000.0,1
GB-SC-SC024686,GB-COH-IP00525R,3771.83,1
GB-SC-SC024686,GB-SC-SC002970,7500.0,1
GB-SC-SC024686,GB-SC-SC009481,5000.0,1
GB-SC-SC024761,360G-blf,4813.0,1
GB-SC-SC024761,GB-COH-IP00525R,2325.82,1
GB-SC-SC024761,GB-SC-SC009481,2570.0,1
GB-SC-SC024843,360G-blf,1215144.0,1
GB-SC-SC024843,GB-COH-IP00525R,2890.32,1
GB-SC-SC024843,GB-SC-SC003558,1500.0,1
GB-SC-SC025820,360G-blf,147852.0,1
GB-SC-SC025820,GB-CHC-1105580,42000.0,1
GB-SC-SC025820,GB-LAS-GLG,6000.0,1
GB-SC-SC027182,GB-CHC-230102,45000.0,1
GB-SC-SC027182,GB-COH-IP00525R,3423.21,1
GB-SC-SC027182,GB-SC-SC009481,5000.0,1
GB-SC-SC027544,GB-CHC-1105580,25000.0,1
GB-SC-SC027544,GB-CHC-230260,10000.0,1
GB-SC-SC027544,GB-SC-SC002970,72000.0,2
GB-SC-SC027577,GB-CHC-1000147,10000.0,1
GB-SC-SC027577,GB-SC-SC002970,26000.0,1
GB-SC-SC027577,GB-SC-SC009481,7000.0,1
GB-SC-SC027644,360G-blf,204660.0,1
GB-SC-SC027644,GB-CHC-230260,15000.0,1
GB-SC-SC027644,GB-SC-SC002970,67500.0,1
GB-SC-SC027644,GB-SC-SC009481,5000.0,1
GB-SC-SC027915,360G-blf,146872.0,2
GB-SC-SC027915,GB-COH-IP00525R,3772.45,1
GB-SC-SC027915,GB-SC-SC009481,5000.0,1
GB-SC-SC028660,GB-COH-IP00525R,2420.22,1
GB-SC-SC028660,GB-SC-SC009481,6000.0,1
GB-SC-SC028660,GB-SC-SC012710,3000.0,1
GB-SC-SC028820,360G-blf,135262.0,1
GB-SC-SC028820,GB-COH-IP00525R,1532.32,1
GB-SC-SC028820,GB-SC-SC003558,9888.0,1
GB-SC-SC028820,GB-SC-SC009481,4800.0,1
GB-SC-SC029395,GB-CHC-274100,20000.0,1
GB-SC-SC029395,GB-COH-IP00525R,2308.99,2
GB-SC-SC029395,GB-SC-SC002970,44000.0,1
GB-SC-SC029395,GB-SC-SC009481,6000.0,1
GB-SC-SC029770,GB-CHC-230260,5000.0,1
GB-SC-SC029770,GB-COH-IP00525R,2545.05,1
GB-SC-SC029770,GB-SC-SC009481,5269.0,1
GB-SC-SC029979,GB-COH-IP00525R,3084.6,1
GB-SC-SC029979,GB-SC-SC002970,30000.0,1
GB-SC-SC029979,GB-SC-SC009481,7000.0,1
GB-SC-SC030113,360G-blf,9116.0,1
GB-SC-SC030113,GB-SC-SC002970,37500.0,1
GB-SC-SC030113,GB-SC-SC012710,20000.0,1
GB-SC-SC030685,360G-blf,150000.0,1
GB-SC-SC030685,GB-COH-IP00525R,5771.02,2
GB-SC-SC030685,GB-SC-SC002970,45000.0,1
GB-SC-SC030685,GB-SC-SC009481,5000.0,1
GB-SC-SC031600,360G-blf,80000.0,1
GB-SC-SC031600,GB-SC-SC002970,90000.0,2
GB-SC-SC031600,GB-SC-SC009481,6000.0,1
GB-SC-SC031798,360G-blf,8984.0,1
GB-SC-SC031798,GB-SC-SC002970,37500.0,1
GB-SC-SC031798,GB-SC-SC009481,7000.0,1
GB-SC-SC032130,360G-blf,299889.0,1
GB-SC-SC032130,GB-CHC-230260,10000.0,1
GB-SC-SC032130,GB-COH-IP00525R,3425.06,2
GB-SC-SC032236,360G-blf,10000.0,1
GB-SC-SC032236,GB-COH-IP00525R,7028.06,1
GB-SC-SC032236,GB-SC-SC002970,30000.0,1
GB-SC-SC032236,GB-SC-SC009481,4000.0,1
GB-SC-SC032278,GB-CHC-226446,10000.0,1
GB-SC-SC032278,GB-COH-IP00525R,4394.51,2
GB-SC-SC032278,GB-SC-SC009481,5000.0,1
GB-SC-SC033454,360G-blf,85181.0,1
GB-SC-SC033454,GB-CHC-230102,24300.0,1
GB-SC-SC033454,GB-SC-SC003558,9920.0,1
GB-SC-SC033560,GB-SC-SC002970,49500.0,1
GB-SC-SC033560,GB-SC-SC009481,4000.0,1
GB-SC-SC033560,GB-SC-SC012710,45000.0,1
GB-SC-SC033632,GB-CHC-230260,45000.0,1
GB-SC-SC033632,GB-COH-IP00525R,3352.58,2
GB-SC-SC033632,GB-SC-SC002970,60000.0,1
GB-SC-SC033632,GB-SC-SC009481,4250.0,1
GB-SC-SC033781,360G-blf,5900.0,1
GB-SC-SC033781,GB-CHC-1105580,50000.0,1
GB-SC-SC033781,GB-CHC-200051,50000.0,1
GB-SC-SC035317,GB-COH-IP00525R,1935.76,1
GB-SC-SC035317,GB-SC-SC003558,10000.0,1
GB-SC-SC035317,GB-SC-SC009481,4520.0,1
GB-SC-SC036135,360G-blf,9987.0,1
GB-SC-SC036135,GB-COH-IP00525R,1915.39,1
GB-SC-SC036135,GB-SC-SC009481,3500.0,1
GB-SC-SC037844,360G-blf,9950.0,1
GB-SC-SC037844,GB-LAS-GLG,38000.0,2
GB-SC-SC037844,GB-SC-SC003558,7650.0,1
GB-SC-SC038504,360G-blf,10000.0,1
GB-SC-SC038504,GB-CHC-230260,15000.0,1
GB-SC-SC038504,GB-SC-SC002970,30000.0,1
GB-SC-SC038870,GB-COH-IP00525R,603.85,1
GB-SC-SC038870,GB-SC-SC002970,20000.0,1
GB-SC-SC038870,GB-SC-SC009481,4000.0,1
GB-SC-SC039319,360G-blf,9980.0,1
GB-SC-SC039319,GB-SC-SC002970,9000.0,1
GB-SC-SC039319,GB-SC-SC009481,2200.0,1
GB-SC-SC040182,GB-CHC-230260,5000.0,1
GB-SC-SC040182,GB-COH-IP00525R,8690.12,1
GB-SC-SC040182,GB-SC-SC002970,39000.0,1
GB-SC-SC041781,360G-blf,10000.0,1
GB-SC-SC041781,GB-SC-SC002970,45000.0,1
GB-SC-SC041781,GB-SC-SC003558,10000.0,1
GB-SC-SC042012,360G-blf,155954.0,2
GB-SC-SC042012,GB-CHC-1105580,50000.0,1
GB-SC-SC042012,GB-SC-SC002970,51000.0,1
GB-SC-SC042272,GB-CHC-230260,10000.0,1
GB-SC-SC042272,GB-COH-IP00525R,3562.85,1
GB-SC-SC042272,GB-SC-SC002970,27000.0,1
GB-SC-SC042272,GB-SC-SC009481,5000.0,1
GB-SC-SC042875,GB-COH-IP00525R,4262.2699999999995,2
GB-SC-SC042875,GB-SC-SC009481,4000.0,1
GB-SC-SC042875,GB-SC-SC012710,45000.0,1
GB-SC-SC043154,360G-blf,149763.0,1
GB-SC-SC043154,GB-CHC-1105580,70000.0,1
GB-SC-SC043154,GB-COH-IP00525R,2414.39,1
GB-SC-SC043154,GB-SC-SC002970,52500.0,1
GB-SC-SC043156,360G-blf,6000.0,1
GB-SC-SC043156,GB-CHC-1105580,45000.0,1
GB-SC-SC043156,GB-SC-SC002970,30000.0,1
GB-SC-SC043156,GB-SC-SC009481,5000.0,1
GB-SC-SC043220,GB-COH-IP00525R,1405.9,2
GB-SC-SC043220,GB-SC-SC002970,4500.0,1
GB-SC-SC043220,GB-SC-SC003558,9956.0,1
GB-SC-SC043269,360G-blf,153280.0,2
GB-SC-SC043269,GB-COH-IP00525R,1742.1,1
GB-SC-SC043269,GB-SC-SC002970,29000.0,1
GB-SC-SC043573,360G-blf,149570.0,1
GB-SC-SC043573,GB-CHC-230260,15000.0,1
GB-SC-SC043573,GB-COH-IP00525R,1965.97,1
GB-SC-SC043604,360G-blf,150000.0,1
GB-SC-SC043604,GB-COH-IP00525R,1834.19,1
GB-SC-SC043604,GB-SC-SC003558,10000.0,1
GB-SC-SC043960,360G-blf,8386.0,1
GB-SC-SC043960,GB-CHC-1105580,60000.0,1
GB-SC-SC043960,GB-CHC-230260,15000.0,1
GB-SC-SC044042,GB-CHC-230260,5000.0,1
GB-SC-SC044042,GB-CHC-274100,10000.0,1
GB-SC-SC044042,GB-SC-SC012710,6000.0,1
GB-SC-SC044859,GB-COH-IP00525R,3752.5699999999997,2
GB-SC-SC044859,GB-SC-SC002970,20000.0,1
GB-SC-SC044859,GB-SC-SC009481,7000.0,1
GB-SC-SC044968,360G-blf,90000.0,1
GB-SC-SC044968,GB-SC-SC002970,8000.0,1
GB-SC-SC044968,GB-SC-SC009481,4500.0,1
GB-SC-SC046501,360G-blf,8335.0,1
GB-SC-SC046501,GB-CHC-274100,10000.0,1
GB-SC-SC046501,GB-SC-SC002970,45000.0,1
